component_id,n_nodes,n_edges,total_length_km,n_anchored_grid_cells,calibrated_population,n_districts,districts,bbox_extent_km2,node_rank,component_class
7,5,8,0.16,0,0.0,0,,,366,QUESTIONABLE_FRAGMENT
142,5,8,0.34,0,0.0,0,,,367,QUESTIONABLE_FRAGMENT
684,5,8,0.06,0,0.0,0,,,368,QUESTIONABLE_FRAGMENT
33,5,8,0.19,0,0.0,0,,,369,QUESTIONABLE_FRAGMENT
191,5,8,0.06,0,0.0,0,,,370,QUESTIONABLE_FRAGMENT
110,5,8,0.17,0,0.0,0,,,371,QUESTIONABLE_FRAGMENT
246,5,8,0.09,0,0.0,0,,,372,QUESTIONABLE_FRAGMENT
52,5,8,0.14,0,0.0,0,,,373,QUESTIONABLE_FRAGMENT
244,5,8,0.17,0,0.0,0,,,374,QUESTIONABLE_FRAGMENT
570,5,8,0.08,0,0.0,0,,,375,QUESTIONABLE_FRAGMENT
602,5,8,0.04,0,0.0,0,,,376,QUESTIONABLE_FRAGMENT
353,5,8,0.36,0,0.0,0,,,377,QUESTIONABLE_FRAGMENT
123,5,8,1.15,1,1154.2,1,Tuzla,0.25,378,SMALL_LOCAL_COMPONENT
459,5,8,0.3,0,0.0,0,,,379,QUESTIONABLE_FRAGMENT
626,4,6,0.19,0,0.0,0,,,380,QUESTIONABLE_FRAGMENT
647,4,6,0.17,1,545.0,1,Eyüpsultan,0.25,381,SMALL_LOCAL_COMPONENT
482,4,6,0.02,0,0.0,0,,,382,QUESTIONABLE_FRAGMENT
694,4,6,0.07,1,3081.7,1,Beşiktaş,0.25,383,SMALL_LOCAL_COMPONENT
520,4,6,0.04,0,0.0,0,,,384,QUESTIONABLE_FRAGMENT
569,4,6,0.06,0,0.0,0,,,385,QUESTIONABLE_FRAGMENT
553,4,6,0.1,0,0.0,0,,,386,QUESTIONABLE_FRAGMENT
477,4,6,0.83,0,0.0,0,,,387,QUESTIONABLE_FRAGMENT
489,4,6,0.19,0,0.0,0,,,388,QUESTIONABLE_FRAGMENT
580,4,6,0.04,0,0.0,0,,,389,QUESTIONABLE_FRAGMENT
663,4,6,0.33,0,0.0,0,,,390,QUESTIONABLE_FRAGMENT
472,4,6,0.89,2,0.0,1,Silivri,0.5,391,QUESTIONABLE_FRAGMENT
611,4,6,0.13,0,0.0,0,,,392,QUESTIONABLE_FRAGMENT
552,4,6,0.1,0,0.0,0,,,393,QUESTIONABLE_FRAGMENT
578,4,6,0.03,0,0.0,0,,,394,QUESTIONABLE_FRAGMENT
351,4,6,0.06,0,0.0,0,,,395,QUESTIONABLE_FRAGMENT
234,4,6,0.18,0,0.0,0,,,396,QUESTIONABLE_FRAGMENT
159,4,6,0.08,0,0.0,0,,,397,QUESTIONABLE_FRAGMENT
266,4,6,0.06,0,0.0,0,,,398,QUESTIONABLE_FRAGMENT
140,4,6,0.17,0,0.0,0,,,399,QUESTIONABLE_FRAGMENT
324,4,6,0.05,0,0.0,0,,,400,QUESTIONABLE_FRAGMENT
257,4,6,0.08,0,0.0,0,,,401,QUESTIONABLE_FRAGMENT
148,4,6,0.07,1,3002.5,1,Çekmeköy,0.25,402,SMALL_LOCAL_COMPONENT
152,4,6,0.09,0,0.0,0,,,403,QUESTIONABLE_FRAGMENT
254,4,6,0.07,0,0.0,0,,,404,QUESTIONABLE_FRAGMENT
247,4,6,0.03,0,0.0,0,,,405,QUESTIONABLE_FRAGMENT
306,4,6,0.11,0,0.0,0,,,406,QUESTIONABLE_FRAGMENT
163,4,6,0.15,0,0.0,0,,,407,QUESTIONABLE_FRAGMENT
245,4,6,0.06,0,0.0,0,,,408,QUESTIONABLE_FRAGMENT
243,4,6,0.14,0,0.0,0,,,409,QUESTIONABLE_FRAGMENT
173,4,6,0.07,0,0.0,0,,,410,QUESTIONABLE_FRAGMENT
198,4,8,0.17,0,0.0,0,,,411,QUESTIONABLE_FRAGMENT
199,4,6,0.29,0,0.0,0,,,412,QUESTIONABLE_FRAGMENT
201,4,6,0.05,0,0.0,0,,,413,QUESTIONABLE_FRAGMENT
133,4,6,0.08,1,1925.3,1,Sarıyer,0.25,414,SMALL_LOCAL_COMPONENT
367,4,6,0.16,0,0.0,0,,,415,QUESTIONABLE_FRAGMENT
97,4,8,0.24,0,0.0,0,,,416,QUESTIONABLE_FRAGMENT
